duplicate_count,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
2,580305,23349,ROLL WRAP VINTAGE CHRISTMAS,4,2011-12-02 14:26:00,1.25,12970,United Kingdom
2,580305,23343,JUMBO BAG VINTAGE CHRISTMAS ,1,2011-12-02 14:26:00,2.08,12970,United Kingdom
2,580307,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-12-02 14:30:00,2.55,12970,United Kingdom
2,580358,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-12-02 16:07:00,2.95,17238,United Kingdom
2,580468,21411,GINGHAM HEART  DOORSTOP RED,4,2011-12-04 12:31:00,1.95,12748,United Kingdom
2,580468,21408,SPOTTY PINK DUCK DOORSTOP,2,2011-12-04 12:31:00,1.95,12748,United Kingdom
2,580677,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,2011-12-05 14:40:00,1.25,16200,United Kingdom
2,580865,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2011-12-06 11:58:00,0.85,17914,United Kingdom
2,580999,22897,OVEN MITT APPLES DESIGN,2,2011-12-06 17:49:00,1.45,17883,United Kingdom
2,581149,21446,12 RED ROSE PEG PLACE SETTINGS,2,2011-12-07 14:12:00,1.25,15471,United Kingdom
2,581166,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-12-07 14:43:00,4.15,15525,United Kingdom
2,548309,22659,LUNCH BOX I LOVE LONDON,1,2011-03-30 12:02:00,1.95,16657,United Kingdom
2,545518,85186A,EASTER BUNNY GARLAND OF FLOWERS,48,2011-03-03 12:24:00,0.42,18218,United Kingdom
2,546107,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-03-09 12:33:00,2.95,17238,United Kingdom
2,546107,20726,LUNCH BAG WOODLAND,1,2011-03-09 12:33:00,1.65,17238,United Kingdom
2,546424,22249,DECORATION WHITE CHICK MAGIC GARDEN,1,2011-03-13 12:51:00,0.85,13956,United Kingdom
2,546561,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-03-15 10:34:00,4.95,18260,United Kingdom
2,546950,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-03-18 11:24:00,4.95,16511,United Kingdom
2,547498,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,2011-03-23 12:24:00,0.42,15021,United Kingdom
2,547651,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-03-24 12:11:00,1.65,16904,United Kingdom
2,547709,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-03-24 18:43:00,12.75,18109,United Kingdom
2,545071,84631,FRUIT TREE AND BIRDS WALL PLAQUE,1,2011-02-27 15:59:00,7.95,15996,United Kingdom
2,544666,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-02-22 15:00:00,8.95,16907,United Kingdom
2,548666,22501,PICNIC BASKET WICKER LARGE,1,2011-04-01 14:58:00,9.95,13124,United Kingdom
2,548739,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2011-04-04 11:28:00,7.95,15493,United Kingdom
2,550332,84991,60 TEATIME FAIRY CAKE CASES,2,2011-04-17 13:53:00,0.55,13474,United Kingdom
2,551057,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-04-26 11:59:00,2.95,16942,United Kingdom
2,552285,22563,HAPPY STENCIL CRAFT,1,2011-05-08 12:58:00,1.25,14684,United Kingdom
2,553014,47566,PARTY BUNTING,1,2011-05-12 18:49:00,4.95,13451,United Kingdom
2,553199,21936,RED RETROSPOT PICNIC BAG,1,2011-05-15 15:14:00,2.95,17758,United Kingdom
2,554157,47580,TEA TIME DES TEA COSY,1,2011-05-23 11:33:00,2.55,18283,United Kingdom
2,554202,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2,2011-05-23 12:14:00,2.95,13546,United Kingdom
2,555110,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-05-31 14:34:00,0.42,17841,United Kingdom
2,555515,22625,RED KITCHEN SCALES,1,2011-06-05 10:47:00,8.5,17690,United Kingdom
2,556465,48194,DOORMAT HEARTS,1,2011-06-12 11:04:00,7.95,14984,United Kingdom
2,556484,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-06-12 13:17:00,4.95,16938,United Kingdom
2,557019,22766,PHOTO FRAME CORNICE,1,2011-06-16 12:45:00,2.95,15907,United Kingdom
2,557019,85232D,SET/3 DECOUPAGE STACKING TINS,1,2011-06-16 12:45:00,4.95,15907,United Kingdom
2,557846,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-06-23 10:44:00,1.25,17365,United Kingdom
2,558761,22631,CIRCUS PARADE LUNCH BOX ,1,2011-07-03 12:52:00,1.95,15033,United Kingdom
2,559307,23201,JUMBO BAG ALPHABET,4,2011-07-07 13:02:00,2.08,15356,United Kingdom
2,559887,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2011-07-13 11:44:00,0.39,13263,United Kingdom
2,560104,22999,TRAVEL CARD WALLET VINTAGE LEAF,2,2011-07-14 18:56:00,0.42,17921,United Kingdom
2,560833,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-07-21 12:14:00,3.75,16891,United Kingdom
2,C560855,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-07-21 13:00:00,1.95,14410,United Kingdom
2,569367,23014,GLASS APOTHECARY BOTTLE ELIXIR,1,2011-10-03 15:28:00,3.95,13994,United Kingdom
2,569533,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2,2011-10-04 15:21:00,2.1,16374,United Kingdom
2,569651,23044,PAPER LANTERN 9 POINT HOLLY STAR S,2,2011-10-05 12:49:00,4.15,14534,United Kingdom
2,569669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-05 13:47:00,2.95,14730,United Kingdom
2,570009,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-10-07 09:38:00,1.65,14138,United Kingdom
2,570019,22629,SPACEBOY LUNCH BOX ,1,2011-10-07 10:13:00,1.95,17841,United Kingdom
2,570197,21031,SPACE CADET BLACK,1,2011-10-07 15:45:00,1.25,13755,United Kingdom
2,570209,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2011-10-09 10:29:00,1.25,16326,United Kingdom
2,570246,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-10-09 16:22:00,2.95,16921,United Kingdom
2,570404,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-10 12:50:00,0.95,16395,United Kingdom
2,571642,21584,RETROSPOT SMALL TUBE MATCHES,1,2011-10-18 12:07:00,1.65,17203,United Kingdom
2,571809,71053,WHITE METAL LANTERN,1,2011-10-19 11:44:00,3.75,15039,United Kingdom
2,571845,23461,SWEETHEART BIRD HOUSE,2,2011-10-19 12:34:00,4.15,16869,United Kingdom
2,571899,23322,LARGE WHITE HEART OF WICKER,1,2011-10-19 14:22:00,2.95,16885,United Kingdom
2,571909,16048,TEATIME ROUND PENCIL SHARPENER ,1,2011-10-19 15:08:00,0.12,15006,United Kingdom
2,572092,23071,MARIE ANTOINETTE TRINKET BOX GOLD,1,2011-10-20 14:41:00,12.5,17125,United Kingdom
2,572192,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-10-21 11:30:00,1.25,18118,United Kingdom
2,572291,22598,CHRISTMAS MUSICAL ZINC TREE,3,2011-10-23 12:46:00,0.29,16931,United Kingdom
2,572296,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-10-23 14:28:00,1.65,13598,United Kingdom
2,572302,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-10-23 14:47:00,3.25,15427,United Kingdom
2,572318,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2011-10-23 16:19:00,2.95,15436,United Kingdom
2,572880,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2011-10-26 13:35:00,2.95,16415,United Kingdom
2,573152,23015,CORDIAL GLASS JUG,1,2011-10-27 20:16:00,8.25,17530,United Kingdom
2,573286,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-10-28 14:38:00,1.45,,Switzerland
2,573492,21591,COSY HOUR CIGAR BOX MATCHES ,1,2011-10-31 11:57:00,1.25,13544,United Kingdom
2,573543,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-31 13:05:00,2.95,17777,United Kingdom
2,573870,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-01 12:25:00,2.95,14485,United Kingdom
2,574040,37475,SET/4 COLOURFUL MIXING BOWLS,1,2011-11-02 13:01:00,9.95,14974,United Kingdom
2,574258,21642,ASSORTED TUTTI FRUTTI PEN,1,2011-11-03 13:50:00,0.29,16891,United Kingdom
2,574481,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-04 12:45:00,0.55,18022,United Kingdom
2,574670,23319,"BOX OF 6 MINI 50'S CRACKERS",2,2011-11-06 12:20:00,2.49,12838,United Kingdom
2,574701,23419,HOME SWEET HOME BOTTLE ,1,2011-11-06 13:54:00,2.08,15426,United Kingdom
2,574701,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2011-11-06 13:54:00,0.39,15426,United Kingdom
2,537196,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,1,2010-12-05 13:55:00,2.55,15426,United Kingdom
2,541253,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-01-16 13:51:00,0.85,17841,United Kingdom
2,561704,21172,PARTY METAL SIGN ,1,2011-07-29 11:07:00,1.45,14606,United Kingdom
2,563585,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-08-17 17:01:00,2.95,17070,United Kingdom
2,563917,22624,IVORY KITCHEN SCALES,1,2011-08-21 13:46:00,8.5,14572,United Kingdom
2,565398,22997,TRAVEL CARD WALLET UNION JACK,24,2011-09-02 16:50:00,0.42,15856,United Kingdom
2,565648,23210,WHITE ROCKING HORSE HAND PAINTED,1,2011-09-05 16:22:00,1.25,18196,United Kingdom
2,566013,22865,HAND WARMER OWL DESIGN,48,2011-09-08 12:16:00,2.1,17004,United Kingdom
2,566269,23389,SPACEBOY MINI BACKPACK,1,2011-09-11 13:39:00,4.15,17864,United Kingdom
2,566290,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2011-09-11 15:24:00,4.25,14456,United Kingdom
2,561113,22135,MINI LADLE LOVE HEART PINK,1,2011-07-25 12:09:00,0.42,17841,United Kingdom
2,568141,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2011-09-25 11:21:00,1.25,16326,United Kingdom
2,568170,85227,SET OF 6 3D KIT CARDS FOR KIDS,3,2011-09-25 13:08:00,0.85,16931,United Kingdom
2,575337,22030,SWALLOWS GREETING CARD,12,2011-11-09 14:11:00,0.42,17867,United Kingdom
2,536522,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2010-12-01 12:49:00,1.25,15012,United Kingdom
2,536798,82583,HOT BATHS METAL SIGN,12,2010-12-02 15:55:00,2.1,17838,United Kingdom
2,536846,21668,RED STRIPE CERAMIC DRAWER KNOB,2,2010-12-02 19:59:00,1.25,14573,United Kingdom
2,536863,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2010-12-03 11:19:00,1.25,17967,United Kingdom
2,575753,22621,TRADITIONAL KNITTING NANCY,1,2011-11-11 10:41:00,1.65,17841,United Kingdom
2,575623,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-11-10 13:14:00,1.25,14064,United Kingdom
2,537265,21175,GIN + TONIC DIET METAL SIGN,1,2010-12-06 11:26:00,2.1,15919,United Kingdom
2,537265,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-12-06 11:26:00,0.42,15919,United Kingdom
2,575117,21098,CHRISTMAS TOILET ROLL,1,2011-11-08 14:22:00,1.25,12748,United Kingdom
2,537781,22211,WOOD STAMP SET FLOWERS,1,2010-12-08 12:46:00,1.65,17341,United Kingdom
2,537792,47420,ASSORTED COLOUR SUCTION CUP HOOK,2,2010-12-08 12:56:00,0.19,16385,United Kingdom
2,C538341,22727,ALARM CLOCK BAKELIKE RED ,-2,2010-12-10 14:03:00,3.75,15514,United Kingdom
2,538517,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-12 16:05:00,3.75,17618,United Kingdom
2,538744,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-14 11:26:00,3.75,15356,United Kingdom
2,539317,22763,KEY CABINET MA CAMPAGNE,1,2010-12-16 19:04:00,9.95,17392,United Kingdom
2,539321,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2010-12-16 19:19:00,1.95,14723,United Kingdom
2,541250,22713,CARD I LOVE LONDON ,12,2011-01-16 13:19:00,0.42,13700,United Kingdom
2,543805,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-02-13 12:41:00,1.25,17050,United Kingdom
2,541259,20727,LUNCH BAG  BLACK SKULL.,10,2011-01-16 15:38:00,1.65,14404,United Kingdom
2,541414,82600,NO SINGING METAL SIGN,1,2011-01-17 16:14:00,2.1,18212,United Kingdom
2,541838,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-01-23 10:43:00,1.95,12916,United Kingdom
2,541855,22465,HANGING METAL STAR LANTERN,1,2011-01-23 14:59:00,1.65,13742,United Kingdom
2,542619,22766,PHOTO FRAME CORNICE,4,2011-01-30 15:54:00,2.95,13869,United Kingdom
2,543040,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2011-02-02 17:06:00,7.95,17337,United Kingdom
2,543309,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2011-02-07 12:05:00,1.25,18118,United Kingdom
2,566450,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-09-12 16:12:00,4.15,15673,United Kingdom
2,551558,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2011-05-03 10:41:00,2.95,17841,United Kingdom
2,555124,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-05-31 15:26:00,1.45,18204,United Kingdom
2,554992,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-05-29 14:08:00,2.95,16686,United Kingdom
2,554992,21328,BALLOONS  WRITING SET ,1,2011-05-29 14:08:00,1.65,16686,United Kingdom
2,554088,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,2011-05-22 12:12:00,4.25,16801,United Kingdom
2,553856,22637,PIGGY BANK RETROSPOT ,1,2011-05-19 13:28:00,2.55,16813,United Kingdom
2,553141,23203,JUMBO BAG DOILEY PATTERNS,2,2011-05-13 13:01:00,2.08,15907,United Kingdom
2,553129,22960,JAM MAKING SET WITH JARS,1,2011-05-13 12:34:00,4.25,17765,United Kingdom
2,552821,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-05-11 12:58:00,0.55,18118,United Kingdom
2,552651,21001,ROSE DU SUD WASHBAG ,1,2011-05-10 14:09:00,5.95,16431,United Kingdom
2,552265,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-05-08 11:41:00,3.75,14161,United Kingdom
2,551739,21864,UNION JACK FLAG PASSPORT COVER ,1,2011-05-04 10:58:00,2.1,18118,United Kingdom
2,575977,23069,EDWARDIAN PHOTO FRAME,2,2011-11-13 13:27:00,6.25,17287,United Kingdom
2,558105,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-06-26 14:54:00,0.42,15644,United Kingdom
2,576213,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,2011-11-14 12:47:00,0.39,18117,United Kingdom
2,577034,72122,COFFEE SCENT PILLAR CANDLE,1,2011-11-17 13:16:00,0.95,12847,United Kingdom
2,577057,85034C,3 ROSE MORRIS BOXED CANDLES,1,2011-11-17 14:26:00,1.25,12748,United Kingdom
2,577317,23421,PANTRY HOOK SPATULA,2,2011-11-18 13:33:00,2.08,16426,United Kingdom
2,577778,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-11-21 16:10:00,2.95,16549,United Kingdom
2,578041,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2,2011-11-22 14:23:00,0.42,17338,United Kingdom
2,578074,21889,WOODEN BOX OF DOMINOES,2,2011-11-22 16:06:00,1.25,17590,United Kingdom
2,578516,85099F,JUMBO BAG STRAWBERRY,10,2011-11-24 13:53:00,2.08,14591,United Kingdom
2,578924,23570,TRADITIONAL PICK UP STICKS GAME ,3,2011-11-27 12:10:00,1.25,16983,United Kingdom
2,578926,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-11-27 12:24:00,3.25,18156,United Kingdom
2,578936,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-11-27 13:00:00,0.85,16923,United Kingdom
2,578944,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-11-27 13:41:00,1.65,16005,United Kingdom
2,578950,22633,HAND WARMER UNION JACK,1,2011-11-27 14:40:00,2.1,17885,United Kingdom
2,579124,84748,FOLK FELT HANGING MULTICOL GARLAND,1,2011-11-28 12:14:00,3.75,15721,United Kingdom
2,579141,23320,"GIANT 50'S CHRISTMAS CRACKER",1,2011-11-28 13:06:00,2.89,17019,United Kingdom
2,579491,23439,HAND WARMER RED LOVE HEART,1,2011-11-29 15:23:00,2.1,14723,United Kingdom
2,576065,22064,PINK DOUGHNUT TRINKET POT ,2,2011-11-13 15:42:00,1.65,15005,United Kingdom
2,580305,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,2011-12-02 14:26:00,0.39,12970,United Kingdom
2,580399,22424,ENAMEL BREAD BIN CREAM,1,2011-12-04 11:45:00,12.75,13471,United Kingdom
2,580468,22464,HANGING METAL HEART LANTERN,1,2011-12-04 12:31:00,0.79,12748,United Kingdom
2,580504,22551,PLASTERS IN TIN SPACEBOY,1,2011-12-04 13:32:00,1.65,17936,United Kingdom
2,580527,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-12-04 15:19:00,2.1,13736,United Kingdom
2,580611,21993,FLORAL FOLK STATIONERY SET,1,2011-12-05 11:49:00,1.25,12748,United Kingdom
2,580635,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2011-12-05 12:30:00,0.79,14649,United Kingdom
2,580999,22059,CERAMIC STRAWBERRY DESIGN MUG,2,2011-12-06 17:49:00,0.39,17883,United Kingdom
2,581352,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-12-08 12:26:00,2.95,14698,United Kingdom
2,581514,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,2011-12-09 11:20:00,0.39,17754,United Kingdom
2,544463,90065A,WHITE VINTAGE CRYSTAL BRACELET,2,2011-02-20 14:31:00,6.75,12988,United Kingdom
2,544465,85049G,CHOCOLATE BOX RIBBONS ,1,2011-02-20 15:06:00,1.25,13168,United Kingdom
2,545039,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-27 10:22:00,2.95,17243,United Kingdom
2,545054,22284,HEN HOUSE DECORATION,2,2011-02-27 12:41:00,1.65,14472,United Kingdom
2,545838,20728,LUNCH BAG CARS BLUE,1,2011-03-07 13:33:00,1.65,14606,United Kingdom
2,546498,48111,DOORMAT 3 SMILEY CATS,1,2011-03-14 11:44:00,7.95,15493,United Kingdom
2,547223,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,2011-03-21 15:10:00,1.25,12867,United Kingdom
2,548308,21086,SET/6 RED SPOTTY PAPER CUPS,1,2011-03-30 12:00:00,0.65,17220,United Kingdom
2,548388,22891,TEA FOR ONE POLKADOT,1,2011-03-30 16:52:00,4.25,13268,United Kingdom
2,548451,21790,VINTAGE SNAP CARDS,3,2011-03-31 11:25:00,0.85,17365,United Kingdom
2,548666,22859,EASTER TIN BUNNY BOUQUET,6,2011-04-01 14:58:00,1.65,13124,United Kingdom
2,549813,22522,CHILDS GARDEN FORK BLUE ,1,2011-04-12 12:16:00,0.85,17972,United Kingdom
2,549903,22241,GARLAND WOODEN HAPPY EASTER,12,2011-04-12 16:19:00,1.25,17576,United Kingdom
2,575989,23084,RABBIT NIGHT LIGHT,1,2011-11-13 14:20:00,2.08,14698,United Kingdom
2,550477,21215,IVORY PAPER CUP CAKE CASES ,1,2011-04-18 14:01:00,0.55,17338,United Kingdom
2,551137,20829,GLITTER HANGING BUTTERFLY STRING,1,2011-04-26 13:05:00,2.1,15581,United Kingdom
2,552277,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-05-08 12:34:00,0.95,13642,United Kingdom
2,552318,22077,6 RIBBONS RUSTIC CHARM,2,2011-05-08 16:13:00,1.65,17231,United Kingdom
2,552652,22197,SMALL POPCORN HOLDER,6,2011-05-10 14:09:00,0.85,14591,United Kingdom
2,553004,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-05-12 16:11:00,0.42,17764,United Kingdom
2,553657,22197,SMALL POPCORN HOLDER,2,2011-05-18 11:28:00,0.85,14583,United Kingdom
2,553657,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-05-18 11:28:00,0.42,14583,United Kingdom
2,554098,22027,TEA PARTY BIRTHDAY CARD,12,2011-05-22 13:01:00,0.42,14769,United Kingdom
2,554992,22432,WATERING CAN PINK BUNNY,1,2011-05-29 14:08:00,1.95,16686,United Kingdom
2,555524,23170,REGENCY TEA PLATE ROSES ,12,2011-06-05 11:37:00,1.65,16923,United Kingdom
2,556926,22129,PARTY CONES CANDY TREE DECORATION,6,2011-06-15 14:26:00,0.85,16324,United Kingdom
2,571054,35970,ZINC FOLKART SLEIGH BELLS,1,2011-10-13 13:58:00,1.69,14234,United Kingdom
2,558761,22630,DOLLY GIRL LUNCH BOX,1,2011-07-03 12:52:00,1.95,15033,United Kingdom
2,558863,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-07-04 12:28:00,7.9,17243,United Kingdom
2,558991,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-07-05 11:32:00,0.85,14606,United Kingdom
2,559109,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-07-06 11:52:00,8.5,15021,United Kingdom
2,560555,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-07-19 13:01:00,2.95,14178,United Kingdom
2,560833,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,2011-07-21 12:14:00,4.25,16891,United Kingdom
2,560861,22562,MONSTERS STENCIL CRAFT,1,2011-07-21 13:37:00,1.25,17660,United Kingdom
2,569219,84247E,PACK OF 12 CHRISTMAS FUN CARDS,1,2011-10-02 13:01:00,2.95,13558,United Kingdom
2,569524,85054,FRENCH ENAMEL POT W LID,1,2011-10-04 14:42:00,2.95,14506,United Kingdom
2,569669,79160,HEART SHAPE WIRELESS DOORBELL,1,2011-10-05 13:47:00,2.1,14730,United Kingdom
2,569897,22224,WHITE LOVEBIRD LANTERN,1,2011-10-06 16:01:00,2.95,17813,United Kingdom
2,570210,22982,PANTRY PASTRY BRUSH,1,2011-10-09 10:48:00,1.25,13259,United Kingdom
2,570374,23109,PACK OF SIX LED TEA LIGHTS,6,2011-10-10 12:34:00,2.89,14719,United Kingdom
2,570500,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,2011-10-11 09:19:00,3.75,15858,United Kingdom
2,571046,23390,DOLLY GIRL MINI BACKPACK,1,2011-10-13 13:35:00,4.15,18096,United Kingdom
2,579711,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-11-30 14:17:00,1.25,15060,United Kingdom
2,571909,22093,MOTORING TISSUE BOX,1,2011-10-19 15:08:00,0.39,15006,United Kingdom
2,572300,23131,MISTLETOE HEART WREATH CREAM,1,2011-10-23 14:40:00,4.15,18005,United Kingdom
2,572317,22738,RIBBON REEL SNOWY VILLAGE,1,2011-10-23 16:13:00,1.65,14629,United Kingdom
2,572732,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-10-25 15:21:00,0.55,18079,United Kingdom
2,573330,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,2011-10-30 11:22:00,2.55,16923,United Kingdom
2,574063,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,2011-11-02 14:31:00,0.39,13271,United Kingdom
2,574063,85094,CANDY SPOT EGG WARMER RABBIT,1,2011-11-02 14:31:00,0.19,13271,United Kingdom
2,574077,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-11-02 15:56:00,0.42,17999,United Kingdom
2,574249,84946,ANTIQUE SILVER T-LIGHT GLASS,6,2011-11-03 13:01:00,1.25,16347,United Kingdom
2,574292,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-11-03 15:27:00,1.65,16914,United Kingdom
2,574547,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2011-11-04 15:08:00,0.85,17841,United Kingdom
2,574682,23236,STORAGE TIN VINTAGE DOILY ,1,2011-11-06 12:44:00,2.89,14963,United Kingdom
2,574682,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-11-06 12:44:00,0.83,14963,United Kingdom
2,575491,22843,BISCUIT TIN VINTAGE GREEN,1,2011-11-09 17:47:00,6.75,15531,United Kingdom
2,562587,23173,REGENCY TEAPOT ROSES ,1,2011-08-07 14:34:00,9.95,15640,United Kingdom
2,563026,85099F,JUMBO BAG STRAWBERRY,10,2011-08-11 14:04:00,2.08,15747,United Kingdom
2,563920,23031,DRAWER KNOB CRACKLE GLAZE PINK,12,2011-08-21 14:00:00,1.65,16407,United Kingdom
2,564342,22952,60 CAKE CASES VINTAGE CHRISTMAS,3,2011-08-24 14:53:00,0.55,16340,United Kingdom
2,564725,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,2011-08-28 12:28:00,2.89,18041,United Kingdom
2,564727,22551,PLASTERS IN TIN SPACEBOY,1,2011-08-28 12:31:00,1.65,16686,United Kingdom
2,566033,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-09-08 13:07:00,0.85,16031,United Kingdom
2,566249,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,2011-09-11 12:09:00,1.45,13527,United Kingdom
2,566420,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",2,2011-09-12 13:50:00,2.95,16360,United Kingdom
2,567168,22900,SET 2 TEA TOWELS I LOVE LONDON ,2,2011-09-18 12:24:00,3.25,14878,United Kingdom
2,567185,22840,ROUND CAKE TIN VINTAGE RED,1,2011-09-18 15:55:00,7.95,16370,United Kingdom
2,567475,22082,RIBBON REEL STRIPES DESIGN ,1,2011-09-20 13:11:00,1.65,16360,United Kingdom
2,568212,20733,GOLD MINI TAPE MEASURE ,1,2011-09-25 16:05:00,0.85,15154,United Kingdom
2,C568370,90148,LONG SILVER NECKLACE PASTEL FLOWER,-1,2011-09-26 16:43:00,12.75,15154,United Kingdom
2,568531,22568,FELTCRAFT CUSHION OWL,1,2011-09-27 13:49:00,3.75,16713,United Kingdom
2,568662,22383,LUNCH BAG SUKI DESIGN ,1,2011-09-28 12:36:00,1.65,16764,United Kingdom
2,536412,22902,TOTE BAG I LOVE LONDON,7,2010-12-01 11:49:00,2.1,17920,United Kingdom
2,536945,22956,36 FOIL HEART CAKE CASES,1,2010-12-03 12:24:00,2.1,14083,United Kingdom
2,537136,22694,WICKER STAR ,1,2010-12-05 12:42:00,2.1,12748,United Kingdom
2,537144,22095,LADS ONLY TISSUE BOX,1,2010-12-05 13:00:00,1.25,15880,United Kingdom
2,537196,22430,ENAMEL WATERING CAN CREAM,1,2010-12-05 13:55:00,4.95,15426,United Kingdom
2,537200,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,2010-12-05 14:17:00,1.25,15867,United Kingdom
2,537265,22960,JAM MAKING SET WITH JARS,1,2010-12-06 11:26:00,4.25,15919,United Kingdom
2,537772,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-12-08 12:35:00,4.25,18043,United Kingdom
