sales_value_rank,stock_code,product_description,sales_value,sales_quantity,sales_value_contribution_pct
759,22810,SET OF 6 T-LIGHTS SNOWMEN,3010.280,940,0.031251
760,22894,TABLECLOTH RED APPLES DESIGN,3007.480,303,0.031221
761,23395,BELLE JARDINIERE CUSHION COVER,3005.300,694,0.031199
762,20973,12 PENCIL SMALL TUBE WOODLAND,3002.870,4213,0.031174
763,22972,"CHILDREN'S SPACEBOY MUG",2993.410,1752,0.031075
764,22564,ALPHABET STENCIL CRAFT,2978.720,2639,0.030923
765,22311,OFFICE MUG WARMER BLACK+SILVER,2966.530,971,0.030796
766,20828,GLITTER BUTTERFLY CLIPS,2966.250,1093,0.030793
767,22945,CHRISTMAS METAL TAGS ASSORTED,2956.120,2949,0.030688
768,21714,CITRONELLA CANDLE GARDEN POT,2954.110,1610,0.030667
769,22563,HAPPY STENCIL CRAFT,2953.210,2480,0.030658
770,22777,GLASS CLOCHE LARGE,2951.530,352,0.030641
771,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2947.490,1639,0.030599
772,21588,RETROSPOT GIANT TUBE MATCHES,2947.350,1267,0.030597
773,22331,WOODLAND PARTY BAG + STICKER SET,2937.230,1821,0.030492
774,23231,WRAP DOILEY DESIGN,2924.340,7077,0.030358
775,21201,TROPICAL  HONEYCOMB PAPER GARLAND,2922.500,1221,0.030339
776,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2921.770,1218,0.030332
777,16161P,WRAP ENGLISH ROSE,2917.420,7051,0.030287
778,21918,SET 12 KIDS COLOUR  CHALK STICKS,2904.250,7105,0.03015
779,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2898.120,963,0.030086
780,22843,BISCUIT TIN VINTAGE GREEN,2891.230,449,0.030015
781,35004B,SET OF 3 BLACK FLYING DUCKS,2880.310,567,0.029901
782,21112,"SWISS ROLL TOWEL, PINK  SPOTS",2879.340,1358,0.029891
783,21625,VINTAGE UNION JACK APRON,2869.320,400,0.029787
784,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2856.750,2242,0.029657
785,23329,DECORATIVE WICKER HEART LARGE,2855.050,1657,0.029639
786,22354,RETROSPOT PADDED SEAT CUSHION,2853.520,749,0.029623
787,22078,RIBBON REEL LACE DESIGN,2839.210,1329,0.029475
788,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2837.600,1343,0.029458
789,21313,GLASS HEART T-LIGHT HOLDER,2834.830,3259,0.029429
790,23542,"WALL ART 70'S ALPHABET",2828.320,368,0.029362
791,23427,STOOL HOME SWEET HOME,2823.080,234,0.029307
792,23323,WHITE WICKER STAR,2822.610,1333,0.029302
793,85174,S/4 CACTI CANDLES,2815.120,601,0.029225
794,21976,PACK OF 60 MUSHROOM CAKE CASES,2812.720,5108,0.0292
795,47559B,TEA TIME OVEN GLOVE,2810.540,2100,0.029177
796,21115,ROSE CARAVAN DOORSTOP,2803.470,403,0.029104
797,22426,ENAMEL WASH BOWL CREAM,2803.300,733,0.029102
798,22797,CHEST OF DRAWERS GINGHAM HEART,2801.120,161,0.029079
799,47599B,BLUE PARTY BAGS,2797.120,1468,0.029038
800,22930,BAKING MOULD HEART MILK CHOCOLATE,2793.950,1092,0.029005
801,23345,DOLLY GIRL BEAKER,2781.490,2373,0.028875
802,21499,BLUE POLKADOT WRAP,2767.340,6827,0.028729
803,22925,BLUE GIANT GARDEN THERMOMETER,2757.470,449,0.028626
804,85178,VICTORIAN SEWING KIT,2746.970,2473,0.028517
805,22823,CHEST NATURAL WOOD 20 DRAWERS,2745.000,24,0.028497
806,22465,HANGING METAL STAR LANTERN,2741.050,1606,0.028456
807,23211,RED ROCKING HORSE HAND PAINTED,2735.320,2197,0.028396
808,23242,TREASURE TIN BUFFALO BILL,2734.860,1325,0.028391
809,22963,JAM JAR WITH GREEN LID,2734.770,3252,0.02839
810,22644,CERAMIC CHERRY CAKE MONEY BANK,2733.040,1631,0.028372
811,22906,12 MESSAGE CARDS WITH ENVELOPES,2732.180,1596,0.028364
812,22794,SWEETHEART WIRE MAGAZINE RACK,2721.300,318,0.028251
813,23504,PLAYING CARDS JUBILEE UNION JACK,2709.090,1820,0.028124
814,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2705.280,1808,0.028084
815,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2697.550,1663,0.028004
816,72802C,VANILLA SCENT CANDLE JEWELLED BOX,2696.480,1396,0.027993
817,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2696.330,165,0.027991
818,22927,GREEN GIANT GARDEN THERMOMETER,2693.080,429,0.027958
819,22380,TOY TIDY SPACEBOY,2689.310,1197,0.027918
820,21985,PACK OF 12 HEARTS DESIGN TISSUES,2689.280,8682,0.027918
821,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2688.400,1824,0.027909
822,23290,SPACEBOY CHILDRENS BOWL,2683.140,2247,0.027854
823,21811,HANGING HEART WITH BELL,2682.400,4850,0.027847
824,23390,DOLLY GIRL MINI BACKPACK,2680.420,662,0.027826
825,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2679.640,2033,0.027818
826,20829,GLITTER HANGING BUTTERFLY STRING,2676.890,1294,0.02779
827,22702,BLACK AND WHITE CAT BOWL,2676.390,1361,0.027784
828,21239,PINK  POLKADOT CUP,2670.290,2977,0.027721
829,23164,REGENCY CAKE SLICE,2668.970,571,0.027707
830,22974,CHILDRENS DOLLY GIRL MUG,2668.680,1565,0.027704
831,21990,MODERN FLORAL STATIONERY SET,2666.550,1577,0.027682
832,22283,6 EGG HOUSE PAINTED WOOD,2662.940,292,0.027645
833,21781,MA CAMPAGNE CUTLERY BOX,2661.800,168,0.027633
834,22224,WHITE LOVEBIRD LANTERN,2658.410,803,0.027598
835,22433,WATERING CAN GREEN DINOSAUR,2651.670,1387,0.027528
836,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2628.970,1591,0.027292
837,22582,PACK OF 6 SWEETIE GIFT BOXES,2623.990,1052,0.02724
838,21810,CHRISTMAS HANGING STAR WITH BELL,2623.370,5301,0.027234
839,22130,PARTY CONE CHRISTMAS DECORATION,2618.730,2223,0.027186
840,22592,CARDHOLDER HOLLY WREATH METAL,2617.720,590,0.027175
841,84568,GIRLS ALPHABET IRON ON PATCHES,2617.010,12296,0.027168
842,23212,HEART WREATH DECORATION WITH BELL,2610.560,2118,0.027101
843,22045,SPACEBOY GIFT WRAP,2610.340,6377,0.027099
844,22830,UTILTY CABINET WITH HOOKS,2610.290,131,0.027098
845,22241,GARLAND WOODEN HAPPY EASTER,2609.430,1952,0.027089
846,23396,LE JARDIN BOTANIQUE CUSHION COVER,2604.830,621,0.027041
847,22833,HALL CABINET WITH 3 DRAWERS,2603.530,76,0.027028
848,22700,BLACK AND WHITE DOG BOWL,2602.180,1196,0.027014
849,23100,SILVER BELLS TABLE DECORATION,2593.330,2054,0.026922
850,22660,DOORMAT I LOVE LONDON,2591.660,352,0.026905
851,22902,TOTE BAG I LOVE LONDON,2591.490,1271,0.026903
852,22691,DOORMAT WELCOME SUNRISE,2580.480,360,0.026789
853,21735,TWO DOOR CURIO CABINET,2577.450,212,0.026757
854,22933,BAKING MOULD EASTER EGG MILK CHOC,2577.180,938,0.026754
855,22990,COTTON APRON PANTRY DESIGN,2572.200,524,0.026703
856,22737,RIBBON REEL CHRISTMAS PRESENT,2565.540,1335,0.026634
857,23333,IVORY WICKER HEART MEDIUM,2562.950,1983,0.026607
858,35961,FOLKART ZINC HEART CHRISTMAS DEC,2561.450,2912,0.026591
859,22196,SMALL HEART MEASURING SPOONS,2559.680,2665,0.026573
860,22822,CREAM WALL PLANTER HEART SHAPED,2558.390,430,0.026559
861,23054,RECYCLED ACAPULCO MAT LAVENDER,2555.170,291,0.026526
862,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2549.580,766,0.026468
863,21500,PINK POLKADOT WRAP,2540.500,6225,0.026374
864,84832,ZINC WILLIE WINKIE  CANDLE STICK,2540.190,2764,0.02637
865,21078,SET/20 STRAWBERRY PAPER NAPKINS,2531.040,2769,0.026275
866,23292,SPACEBOY CHILDRENS CUP,2526.840,2038,0.026232
867,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2526.140,1864,0.026225
868,23266,SET OF 3 WOODEN STOCKING DECORATION,2524.900,1904,0.026212
869,22610,PENS ASSORTED FUNNY FACE,2523.520,9320,0.026197
870,22937,BAKING MOULD CHOCOLATE CUPCAKES,2522.720,958,0.026189
871,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2519.020,1259,0.026151
872,22361,GLASS JAR DAISY FRESH COTTON WOOL,2516.840,712,0.026128
873,21556,CERAMIC STRAWBERRY MONEY BOX,2515.520,977,0.026114
874,22072,RED RETROSPOT TEA CUP AND SAUCER,2514.920,643,0.026108
875,23341,PINK DINER WALL CLOCK,2505.420,279,0.026009
876,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2495.090,4887,0.025902
877,21452,TOADSTOOL MONEY BOX,2461.880,791,0.025557
878,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",2458.190,218,0.025519
879,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2457.960,380,0.025517
880,23407,SET OF 2 TRAYS HOME SWEET HOME,2443.910,241,0.025371
881,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2435.110,503,0.02528
882,22358,KINGS CHOICE TEA CADDY,2434.870,673,0.025277
883,22672,FRENCH BATHROOM SIGN BLUE METAL,2427.110,1429,0.025196
884,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2423.300,1779,0.025157
885,22175,PINK OWL SOFT TOY,2416.110,813,0.025082
886,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.590,256,0.024849
887,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2390.590,458,0.024817
888,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2380.060,1434,0.024708
889,23028,DRAWER KNOB CRACKLE GLAZE BLUE,2377.130,1369,0.024678
890,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2368.480,554,0.024588
891,21903,MAN FLU METAL SIGN,2365.910,1099,0.024561
892,22374,AIRLINE BAG VINTAGE JET SET RED,2364.730,535,0.024549
893,23316,RED REFECTORY CLOCK,2362.220,238,0.024523
894,22440,BALLOON WATER BOMB PACK OF 35,2358.240,5970,0.024482
895,22670,FRENCH WC SIGN BLUE METAL,2357.150,1764,0.02447
896,22437,SET OF 9 BLACK SKULL BALLOONS,2356.110,2757,0.024459
897,21328,BALLOONS  WRITING SET,2356.090,1315,0.024459
898,23412,HEART MIRROR ANTIQUE WHITE,2354.800,358,0.024446
899,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2350.080,2721,0.024397
900,22548,HEADS AND TAILS SPORTING FUN,2348.940,1975,0.024385
901,22064,PINK DOUGHNUT TRINKET POT,2346.190,1319,0.024356
902,11001,ASSTD DESIGN RACING CAR PEN,2344.260,1593,0.024336
903,22792,FLUTED ANTIQUE CANDLE HOLDER,2342.490,2493,0.024318
904,21012,ANTIQUE ALL GLASS CANDLESTICK,2338.730,1029,0.024279
905,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2331.040,570,0.024199
906,20977,36 PENCILS TUBE WOODLAND,2328.640,1739,0.024174
907,22167,OVAL WALL MIRROR DIAMANTE,2328.110,229,0.024169
908,22282,12 EGG HOUSE PAINTED WOOD,2328.060,146,0.024168
909,21700,BIG DOUGHNUT FRIDGE MAGNETS,2323.040,1712,0.024116
910,23406,HOME SWEET HOME KEY HOLDER,2322.740,442,0.024113
911,21875,KINGS CHOICE MUG,2322.530,1982,0.024111
912,23424,GINGHAM RECIPE BOOK BOX,2319.350,433,0.024078
913,20983,12 PENCILS TALL TUBE RED RETROSPOT,2317.570,2677,0.024059
914,21563,RED HEART SHAPE LOVE BUCKET,2316.700,782,0.02405
915,22070,SMALL RED RETROSPOT MUG IN BOX,2305.850,940,0.023938
916,22425,ENAMEL COLANDER CREAM,2296.380,454,0.023839
917,22829,SWEETHEART WIRE WALL TIDY,2295.430,227,0.023829
918,21495,SKULLS AND CROSSBONES WRAP,2293.000,5650,0.023804
919,21411,GINGHAM HEART  DOORSTOP RED,2292.460,484,0.023799
920,16156S,WRAP PINK FAIRY CAKES,2289.000,5700,0.023763
921,20978,36 PENCILS TUBE SKULLS,2288.250,1722,0.023755
922,23436,VINTAGE CHRISTMAS GIFT BAG LARGE,2287.830,1926,0.023751
923,23437,"50'S CHRISTMAS GIFT BAG LARGE",2283.990,1876,0.023711
924,85175,CACTI T-LIGHT CANDLES,2278.900,5321,0.023658
925,23367,SET 12 COLOUR PENCILS SPACEBOY,2271.450,2975,0.023581
926,21896,POTTING SHED TWINE,2268.590,978,0.023551
927,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2266.670,693,0.023531
928,23360,SET 8 CANDLES VINTAGE DOILY,2262.770,1171,0.02349
929,37500,TEA TIME TEAPOT IN GIFT BOX,2256.370,365,0.023424
930,21069,VINTAGE BILLBOARD TEA MUG,2250.520,1949,0.023363
931,23252,VINTAGE RED ENAMEL TRIM JUG,2239.110,597,0.023245
932,84950,ASSORTED COLOUR T-LIGHT HOLDER,2233.670,3535,0.023188
933,23352,"ROLL WRAP 50'S RED CHRISTMAS",2222.170,1652,0.023069
934,22807,SET OF 6 T-LIGHTS TOADSTOOLS,2217.970,714,0.023025
935,23489,VINTAGE BELLS GARLAND,2216.830,747,0.023014
936,21794,CLASSIC FRENCH STYLE BASKET NATURAL,2213.420,522,0.022978
937,23330,DECORATIVE WICKER HEART MEDIUM,2213.380,1739,0.022978
938,23029,DRAWER KNOB CRACKLE GLAZE GREEN,2211.520,1296,0.022958
939,22983,CARD BILLBOARD FONT,2211.260,5188,0.022956
940,22914,BLUE COAT RACK PARIS FASHION,2209.930,459,0.022942
941,21989,PACK OF 20 SKULL PAPER NAPKINS,2205.540,2383,0.022896
942,46000S,POLYESTER FILLER PAD 40x40cm,2205.450,1521,0.022895
943,23265,SET OF 3 WOODEN TREE DECORATIONS,2203.250,1631,0.022873
944,22030,SWALLOWS GREETING CARD,2193.660,5450,0.022773
945,22215,CAKE STAND WHITE TWO TIER LACE,2189.260,252,0.022727
946,23371,SET 36 COLOUR PENCILS SPACEBOY,2184.010,1620,0.022673
947,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2182.510,681,0.022657
948,22939,APRON APPLE DELIGHT,2180.170,419,0.022633
949,21471,STRAWBERRY RAFFIA FOOD COVER,2177.820,626,0.022609
950,21042,RED RETROSPOT APRON,2169.210,330,0.022519
951,85049G,CHOCOLATE BOX RIBBONS,2167.380,1647,0.0225
952,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2163.200,2517,0.022457
953,23079,TOADSTOOL BEDSIDE LIGHT,2162.800,244,0.022453
954,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2160.890,988,0.022433
955,21982,PACK OF 12 SUKI TISSUES,2156.910,7055,0.022391
956,23497,CLASSIC CHROME BICYCLE BELL,2155.410,1517,0.022376
957,23093,SMALL PARISIENNE HEART PHOTO FRAME,2154.760,914,0.022369
958,22736,RIBBON REEL MAKING SNOWMEN,2151.760,1174,0.022338
959,22377,BOTTLE BAG RETROSPOT,2150.810,1324,0.022328
960,22478,BIRDHOUSE GARDEN MARKER,2145.860,1491,0.022277
961,23020,GLASS  SONGBIRD STORAGE JAR,2141.840,176,0.022235
962,22075,6 RIBBONS ELEGANT CHRISTMAS,2138.900,1262,0.022205
963,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2138.900,1414,0.022205
964,23128,FELTCRAFT BOY JEAN-PAUL KIT,2138.080,426,0.022196
965,23066,SMALL DECO JEWELLERY STAND,2137.810,259,0.022193
966,40016,CHINESE DRAGON PAPER LANTERNS,2136.340,5556,0.022178
967,22128,PARTY CONES CANDY ASSORTED,2127.530,1762,0.022086
968,22573,STAR WOODEN CHRISTMAS DECORATION,2126.020,2386,0.022071
969,21249,WOODLAND  HEIGHT CHART STICKERS,2124.930,715,0.022059
970,22483,RED GINGHAM TEDDY BEAR,2124.820,706,0.022058
971,21900,"KEY FOB , SHED",2123.620,3145,0.022046
972,23161,REGENCY CAKE FORK,2110.860,1701,0.021913
973,22920,HERB MARKER BASIL,2110.410,3366,0.021909
974,10135,COLOURING PENCILS BROWN TUBE,2107.750,2160,0.021881
975,23438,RED SPOT GIFT BAG LARGE,2106.250,1728,0.021866
976,37450,CERAMIC CAKE BOWL + HANGING CAKES,2102.900,710,0.021831
977,22498,WOODEN REGATTA BUNTING,2095.850,330,0.021758
978,22121,NOEL WOODEN BLOCK LETTERS,2095.060,344,0.021749
979,23233,WRAP POPPIES  DESIGN,2095.000,5150,0.021749
980,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2092.950,2349,0.021727
981,23046,PAPER LANTERN 9 POINT DELUXE STAR,2091.540,346,0.021713
982,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2086.690,763,0.021663
983,82581,TOILET METAL SIGN,2086.140,3760,0.021657
984,84356,POMPOM CURTAIN,2085.150,404,0.021647
985,21980,PACK OF 12 RED RETROSPOT TISSUES,2084.320,6595,0.021638
986,21718,RED METAL BEACH SPADE,2083.550,1473,0.02163
987,22732,3D VINTAGE CHRISTMAS STICKERS,2080.080,1592,0.021594
988,22704,WRAP RED APPLES,2074.260,5053,0.021533
989,22811,SET OF 6 T-LIGHTS CACTI,2070.650,721,0.021496
990,23152,IVORY SWEETHEART WIRE LETTER RACK,2069.400,551,0.021483
991,23031,DRAWER KNOB CRACKLE GLAZE PINK,2066.520,1228,0.021453
992,22588,CARD HOLDER GINGHAM HEART,2066.110,665,0.021449
993,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2056.290,1325,0.021347
994,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2051.950,618,0.021302
995,47504K,ENGLISH ROSE GARDEN SECATEURS,2048.660,2018,0.021268
996,23005,TRAVEL CARD WALLET I LOVE LONDON,2046.130,4563,0.021241
997,22863,SOAP DISH BROCANTE,2044.180,710,0.021221
998,22935,BAKING MOULD ROSE MILK CHOCOLATE,2040.560,684,0.021184
999,20751,FUNKY WASHING UP GLOVES ASSORTED,2039.420,970,0.021172
1000,22803,IVORY EMBROIDERED QUILT,2038.090,54,0.021158
1001,22357,KINGS CHOICE BISCUIT TIN,2037.610,437,0.021153
1002,22831,WHITE BROCANTE SOAP DISH,2035.500,694,0.021131
1003,22733,3D TRADITIONAL CHRISTMAS STICKERS,2035.080,1541,0.021127
1004,21813,GARLAND WITH STARS AND BELLS,2032.060,474,0.021095
1005,23403,LETTER HOLDER HOME SWEET HOME,2031.970,588,0.021094
1006,23681,LUNCH BAG RED VINTAGE DOILY,2031.870,1271,0.021093
1007,22156,HEART DECORATION WITH PEARLS,2029.040,2109,0.021064
1008,23445,ICE CREAM BUBBLES,2028.440,2508,0.021058
1009,22747,"POPPY'S PLAYHOUSE BATHROOM",2027.090,933,0.021044
1010,22788,BROCANTE COAT RACK,2025.960,220,0.021032
1011,22973,"CHILDREN'S CIRCUS PARADE MUG",2021.900,1184,0.02099
1012,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.140,1447,0.020951
1013,22763,KEY CABINET MA CAMPAGNE,2016.940,193,0.020938
1014,23291,DOLLY GIRL CHILDRENS CUP,2016.770,1606,0.020937
1015,22101,MIRROR MOSAIC VOTIVE HOLDER,2015.970,1422,0.020928
1016,23227,FILIGREE HEART BUTTERFLY WHITE,2015.220,1602,0.020921
1017,22996,TRAVEL CARD WALLET VINTAGE TICKET,2015.060,4645,0.020919
1018,22891,TEA FOR ONE POLKADOT,2012.320,406,0.02089
1019,22503,CABIN BAG VINTAGE PAISLEY,2010.120,99,0.020868
1020,22859,EASTER TIN BUNNY BOUQUET,2003.070,1203,0.020794
1021,23251,VINTAGE RED ENAMEL TRIM MUG,2000.910,1612,0.020772
1022,22571,ROCKING HORSE RED CHRISTMAS,2000.510,2243,0.020768
1023,22185,SLATE TILE NATURAL HANGING,1999.730,1173,0.02076
1024,23370,SET 36 COLOURING PENCILS DOILY,1995.990,1441,0.020721
1025,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1993.480,1028,0.020695
1026,22955,36 FOIL STAR CAKE CASES,1992.590,980,0.020686
1027,23213,STAR WREATH DECORATION WITH BELL,1991.640,1582,0.020676
1028,22897,OVEN MITT APPLES DESIGN,1990.180,1338,0.020661
1029,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1988.020,5167,0.020638
1030,23326,HANGING MINI COLOURED BOTTLES,1986.800,3002,0.020626
1031,23315,IVORY REFECTORY CLOCK,1984.610,205,0.020603
1032,23529,WALL ART DOLLY GIRL,1982.030,630,0.020576
1033,84880,WHITE WIRE EGG HOLDER,1981.950,309,0.020575
1034,23289,DOLLY GIRL CHILDRENS BOWL,1977.650,1598,0.020531
1035,22055,MINI CAKE STAND  HANGING STRAWBERY,1967.810,1105,0.020428
1036,21622,VINTAGE UNION JACK CUSHION COVER,1962.840,376,0.020377
1037,20674,GREEN POLKADOT BOWL,1962.680,1525,0.020375
1038,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1960.080,868,0.020348
1039,22115,METAL SIGN EMPIRE TEA,1953.240,1476,0.020277
1040,22414,DOORMAT NEIGHBOURHOOD WITCH,1953.170,263,0.020276
1041,22477,WATERING CAN GARDEN MARKER,1950.680,1357,0.020251
1042,22364,GLASS JAR DIGESTIVE BISCUITS,1946.150,605,0.020204
1043,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1945.140,814,0.020193
1044,21506,"FANCY FONT BIRTHDAY CARD,",1943.280,4555,0.020174
1045,23486,ANTIQUE HEART SHELF UNIT,1943.190,115,0.020173
1046,22824,3 TIER SWEETHEART GARDEN SHELF,1938.250,55,0.020122
1047,22412,METAL SIGN NEIGHBOURHOOD WITCH,1931.850,911,0.020055
1048,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1931.170,178,0.020048
1049,21592,RETROSPOT CIGAR BOX MATCHES,1930.280,1588,0.020039
1050,37446,MINI CAKE STAND WITH HANGING CAKES,1929.690,1322,0.020033
1051,22931,BAKING MOULD HEART WHITE CHOCOLATE,1925.050,798,0.019984
1052,23094,LE GRAND TRAY CHIC SET,1924.920,152,0.019983
1053,23068,ALUMINIUM STAMPED HEART,1924.600,792,0.01998
1054,51014A,"FEATHER PEN,HOT PINK",1923.910,3693,0.019973
1055,21192,WHITE BELL HONEYCOMB PAPER,1923.290,1092,0.019966
1056,21591,COSY HOUR CIGAR BOX MATCHES,1919.890,1313,0.019931
1057,22959,WRAP CHRISTMAS VILLAGE,1919.500,4675,0.019927
1058,21916,SET 12 RETRO WHITE CHALK STICKS,1919.480,4505,0.019927
1059,21864,UNION JACK FLAG PASSPORT COVER,1917.100,768,0.019902
1060,22183,CAKE STAND VICTORIAN FILIGREE MED,1916.010,322,0.019891
1061,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1916.010,930,0.019891
1062,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1911.890,401,0.019848
1063,84596F,SMALL MARSHMALLOWS PINK BOWL,1910.630,3605,0.019835
1064,22602,RETROSPOT WOODEN HEART DECORATION,1908.550,2083,0.019813
1065,22291,HANGING CHICK CREAM DECORATION,1906.020,1289,0.019787
1066,22593,CHRISTMAS GINGHAM STAR,1905.750,2100,0.019784
1067,15039,SANDALWOOD FAN,1903.590,2043,0.019762
1068,22080,RIBBON REEL POLKADOTS,1902.850,1147,0.019754
1069,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1899.790,2215,0.019722
1070,23145,ZINC T-LIGHT HOLDER STAR LARGE,1895.520,1998,0.019678
1071,23228,FILIGREE HEART BIRD WHITE,1894.310,1453,0.019665
1072,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1892.920,1124,0.019651
1073,35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.100,394,0.019601
1074,23075,PARLOUR CERAMIC WALL HOOK,1885.600,454,0.019575
1075,15058B,PINK POLKADOT GARDEN PARASOL,1885.270,228,0.019572
1076,22059,CERAMIC STRAWBERRY DESIGN MUG,1882.080,1276,0.019538
1077,21107,CREAM SLICE FLANNEL PINK SPOT,1874.920,660,0.019464
1078,22744,MAKE YOUR OWN MONSOON CARD KIT,1872.820,614,0.019442
1079,22198,LARGE POPCORN HOLDER,1870.910,1025,0.019422
1080,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1870.490,1626,0.019418
1081,22186,RED STAR CARD HOLDER,1866.340,806,0.019375
1082,22639,SET OF 4 NAPKIN CHARMS HEARTS,1864.410,726,0.019355
1083,20992,JAZZ HEARTS PURSE NOTEBOOK,1863.050,4219,0.019341
1084,22574,HEART WOODEN CHRISTMAS DECORATION,1862.160,1992,0.019332
1085,22858,EASTER TIN KEEPSAKE,1860.780,1126,0.019317
1086,23490,T-LIGHT HOLDER HANGING LOVE BIRD,1860.350,498,0.019313
1087,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1855.370,399,0.019261
1088,22928,YELLOW GIANT GARDEN THERMOMETER,1851.860,274,0.019225
1089,21870,I CAN ONLY PLEASE ONE PERSON MUG,1851.460,1407,0.019221
1090,21988,PACK OF 6 SKULL PAPER PLATES,1849.220,2306,0.019197
1091,22312,OFFICE MUG WARMER POLKADOT,1846.160,596,0.019165
1092,21534,DAIRY MAID LARGE MILK JUG,1834.630,361,0.019046
1093,15060B,FAIRY CAKE DESIGN UMBRELLA,1832.420,454,0.019023
1094,22027,TEA PARTY BIRTHDAY CARD,1830.070,4268,0.018998
1095,22534,MAGIC DRAWING SLATE SPACEBOY,1824.500,4385,0.018941
1096,23235,STORAGE TIN VINTAGE LEAF,1821.140,656,0.018906
1097,20963,APPLE BATH SPONGE,1817.900,1273,0.018872
1098,85061W,WHITE JEWELLED HEART DECORATION,1815.920,2069,0.018852
1099,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1815.760,964,0.01885
1100,23302,KNEELING MAT HOUSEWORK  DESIGN,1814.410,1101,0.018836
1101,15044D,RED PAPER PARASOL,1813.860,642,0.01883
1102,22428,ENAMEL FIRE BUCKET CREAM,1812.600,242,0.018817
1103,21873,"IF YOU CAN'T STAND THE HEAT MUG",1811.140,1606,0.018802
1104,21713,CITRONELLA CANDLE FLOWERPOT,1807.310,782,0.018762
1105,21557,SET OF 6 FUNKY BEAKERS,1799.960,540,0.018686
1106,22223,CAKE PLATE LOVEBIRD PINK,1796.800,437,0.018653
1107,20982,12 PENCILS TALL TUBE SKULLS,1786.100,2048,0.018542
1108,22651,GENTLEMAN SHIRT REPAIR KIT,1783.340,2117,0.018513
1109,22832,BROCANTE SHELF WITH HOOKS,1781.820,162,0.018498
1110,22107,PIZZA PLATE IN BOX,1781.600,458,0.018495
1111,22536,MAGIC DRAWING SLATE PURDEY,1780.430,4696,0.018483
1112,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1778.180,323,0.01846
1113,23525,WALL ART BUFFALO BILL,1777.610,560,0.018454
1114,22199,FRYING PAN RED RETROSPOT,1775.140,374,0.018428
1115,70006,LOVE HEART POCKET WARMER,1774.930,2615,0.018426
1116,23160,REGENCY TEA SPOON,1774.800,1442,0.018425
1117,22594,CHRISTMAS GINGHAM TREE,1772.630,1898,0.018402
1118,47570B,TEA TIME TABLE CLOTH,1769.250,187,0.018367
1119,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1769.130,1138,0.018366
1120,23057,BEADED CHANDELIER T-LIGHT HOLDER,1768.670,773,0.018361
1121,21114,LAVENDER SCENTED FABRIC HEART,1765.580,1331,0.018329
